magazine,year,month,day,_circulation,_price,type,publishing company,titles included,editor,magazine_id,type_id,circulation_for_db,price_for_db
Life,1931,11,20,89115,$0.15,,,,,0,0,89115,$0.15
Life,1931,11,27,89043,$0.15,,,,,0,0,89043,$0.15
Life,1931,12,,115671,$0.15,,,,,0,0,115671,$0.15
Life,1932,1,,121597,$0.15,,,,,0,0,121597,$0.15
Life,1932,2,,124964,$0.15,,,,,0,0,124964,$0.15
Life,1932,3,,106578,$0.15,,,,,0,0,106578,$0.15
Life,1932,4,,105667,$0.15,,,,,0,0,105667,$0.15
Life,1932,5,,100875,$0.15,,,,,0,0,100875,$0.15
Life,1932,6,,100038,$0.15,,,,,0,0,100038,$0.15
Life,1932,7,,97509,$0.15,,,,,0,0,97509,$0.15
Life,1932,8,,95398,$0.15,,,,,0,0,95398,$0.15
Life,1932,9,,99561,$0.15,,,,,0,0,99561,$0.15
Life,1932,10,,87190,$0.15,,,,,0,0,87190,$0.15
Life,1932,11,,88851,$0.15,,,,,0,0,88851,$0.15
Life,1932,12,,98957,$0.15,,,,,0,0,98957,$0.15
Life,1933,1,,,$0.15,,,,,0,0,-1,$0.15
Life,1933,2,,,$0.15,,,,,0,0,-1,$0.15
Life,1933,3,,,$0.15,,,,,0,0,-1,$0.15
Life,1933,4,,,$0.15,,,,,0,0,-1,$0.15
Life,1933,5,,,$0.15,,,,,0,0,-1,$0.15
Life,1933,6,,,$0.15,,,,,0,0,-1,$0.15
Life,1933,7,,79461,$0.15,,,,,0,0,79461,$0.15
Life,1933,8,,85080,$0.15,,,,,0,0,85080,$0.15
Life,1933,9,,90897,$0.15,,,,,0,0,90897,$0.15
Life,1933,10,,83388,$0.15,,,,,0,0,83388,$0.15
Life,1933,11,,83462,$0.15,,,,,0,0,83462,$0.15
Life,1933,12,,90865,$0.15,,,,,0,0,90865,$0.15
Life,1934,1,,85265,$0.15,,,,,0,0,85265,$0.15
Life,1934,2,,90315,$0.15,,,,,0,0,90315,$0.15
Life,1934,3,,92246,$0.15,,,,,0,0,92246,$0.15
Life,1934,4,,94265,$0.15,,,,,0,0,94265,$0.15
Life,1934,5,,94420,$0.15,,,,,0,0,94420,$0.15
Life,1934,6,,100412,$0.15,,,,,0,0,100412,$0.15
Life,1934,7,,103501,$0.15,,,,,0,0,103501,$0.15
Life,1934,8,,109239,$0.15,,,,,0,0,109239,$0.15
Life,1934,9,,117308,$0.15,,,,,0,0,117308,$0.15
Life,1934,10,,106589,$0.15,,,,,0,0,106589,$0.15
Life,1934,11,,109836,$0.15,,,,,0,0,109836,$0.15
Life,1934,12,,113803,$0.15,,,,,0,0,113803,$0.15
Life,1935,1,,119768,$0.15,,,,,0,0,119768,$0.15
Life,1935,2,,114697,$0.15,,,,,0,0,114697,$0.15
Life,1935,3,,119212,$0.15,,,,,0,0,119212,$0.15
Life,1935,4,,116439,$0.15,,,,,0,0,116439,$0.15
Life,1935,5,,115632,$0.15,,,,,0,0,115632,$0.15
Life,1935,6,,115323,$0.15,,,,,0,0,115323,$0.15
Life,1935,7,,114501,$0.15,,,,,0,0,114501,$0.15
Life,1935,8,,120143,$0.15,,,,,0,0,120143,$0.15
Life,1935,9,,121454,$0.15,,,,,0,0,121454,$0.15
Life,1935,10,,118501,$0.15,,,,,0,0,118501,$0.15
Life,1935,11,,123571,$0.15,,,,,0,0,123571,$0.15
Life,1935,12,,121944,$0.15,,,,,0,0,121944,$0.15
Life,1936,1,,126613,$0.15,,,,,0,0,126613,$0.15
Life,1936,2,,128943,$0.15,,,,,0,0,128943,$0.15
Life,1936,3,,126186,$0.15,,,,,0,0,126186,$0.15
Life,1936,4,,124924,$0.15,,,,,0,0,124924,$0.15
Life,1936,5,,125132,$0.15,,,,,0,0,125132,$0.15
Life,1936,6,,122189,$0.15,,,,,0,0,122189,$0.15
Life,1936,7,,,$0.15,,,,,0,0,-1,$0.15
Life,1936,8,,,$0.15,,,,,0,0,-1,$0.15
Life,1936,9,,,$0.15,,,,,0,0,-1,$0.15
Life,1936,10,,,$0.15,,,,,0,0,-1,$0.15
Life,1936,11,23,,$0.10,,,,,0,0,-1,$0.10
Life,1936,11,30,,$0.10,,,,,0,0,-1,$0.10
Life,1936,11,,,$0.15,,,,,0,0,-1,$0.15
Life,1936,12,7,,$0.10,,,,,0,0,-1,$0.10
Life,1936,12,14,,$0.10,,,,,0,0,-1,$0.10
Life,1936,12,21,,$0.10,,,,,0,0,-1,$0.10
Life,1936,12,28,,$0.10,,,,,0,0,-1,$0.10
Life,1937,1,4,669138,$0.10,,,,,0,0,669138,$0.10
Life,1937,1,11,708678,$0.10,,,,,0,0,708678,$0.10
Life,1937,1,18,732477,$0.10,,,,,0,0,732477,$0.10
Life,1937,1,25,760147,$0.10,,,,,0,0,760147,$0.10
Life,1937,2,1,793985,$0.10,,,,,0,0,793985,$0.10
Life,1937,2,8,885313,$0.10,,,,,0,0,885313,$0.10
Life,1937,2,15,901564,$0.10,,,,,0,0,901564,$0.10
Life,1937,2,22,931676,$0.10,,,,,0,0,931676,$0.10
Life,1937,3,1,968154,$0.10,,,,,0,0,968154,$0.10
Life,1937,3,8,1010115,$0.10,,,,,0,0,1010115,$0.10
Life,1937,3,15,1033495,$0.10,,,,,0,0,1033495,$0.10
Life,1937,3,22,1062652,$0.10,,,,,0,0,1062652,$0.10
Life,1937,3,29,1087265,$0.10,,,,,0,0,1087265,$0.10
Life,1937,4,5,1092433,$0.10,,,,,0,0,1092433,$0.10
Life,1937,4,12,1100782,$0.10,,,,,0,0,1100782,$0.10
Life,1937,4,19,1106108,$0.10,,,,,0,0,1106108,$0.10
Life,1937,4,26,1112284,$0.10,,,,,0,0,1112284,$0.10
Life,1937,5,3,1121835,$0.10,,,,,0,0,1121835,$0.10
Life,1937,5,10,1118690,$0.10,,,,,0,0,1118690,$0.10
Life,1937,5,17,1121522,$0.10,,,,,0,0,1121522,$0.10
Life,1937,5,24,1129997,$0.10,,,,,0,0,1129997,$0.10
Life,1937,5,31,1132682,$0.10,,,,,0,0,1132682,$0.10
Life,1937,6,7,1144260,$0.10,,,,,0,0,1144260,$0.10
Life,1937,6,14,1140411,$0.10,,,,,0,0,1140411,$0.10
Life,1937,6,21,1141843,$0.10,,,,,0,0,1141843,$0.10
Life,1937,6,28,1145768,$0.10,,,,,0,0,1145768,$0.10
Life,1937,7,5,1150646,$0.10,,,,,0,0,1150646,$0.10
Life,1937,7,12,1161419,$0.10,,,,,0,0,1161419,$0.10
Life,1937,7,19,1179251,$0.10,,,,,0,0,1179251,$0.10
Life,1937,7,26,1188988,$0.10,,,,,0,0,1188988,$0.10
Life,1937,8,2,1197456,$0.10,,,,,0,0,1197456,$0.10
Life,1937,8,9,1196140,$0.10,,,,,0,0,1196140,$0.10
Life,1937,8,16,1214255,$0.10,,,,,0,0,1214255,$0.10
Life,1937,8,23,1208839,$0.10,,,,,0,0,1208839,$0.10
Life,1937,8,30,1256704,$0.10,,,,,0,0,1256704,$0.10
Life,1937,9,6,1264952,$0.10,,,,,0,0,1264952,$0.10
Life,1937,9,13,1308611,$0.10,,,,,0,0,1308611,$0.10
Life,1937,9,20,1340338,$0.10,,,,,0,0,1340338,$0.10
Life,1937,9,27,1379009,$0.10,,,,,0,0,1379009,$0.10
Life,1937,10,4,1399568,$0.10,,,,,0,0,1399568,$0.10
Life,1937,10,11,1420369,$0.10,,,,,0,0,1420369,$0.10
Life,1937,10,18,1443738,$0.10,,,,,0,0,1443738,$0.10
Life,1937,10,25,1462929,$0.10,,,,,0,0,1462929,$0.10
Life,1937,11,1,1488974,$0.10,,,,,0,0,1488974,$0.10
Life,1937,11,8,1506284,$0.10,,,,,0,0,1506284,$0.10
Life,1937,11,15,1526317,$0.10,,,,,0,0,1526317,$0.10
Life,1937,11,22,1575501,$0.10,,,,,0,0,1575501,$0.10
Life,1937,11,29,1576994,$0.10,,,,,0,0,1576994,$0.10
Life,1937,12,6,1595209,$0.10,,,,,0,0,1595209,$0.10
Life,1937,12,13,1612816,$0.10,,,,,0,0,1612816,$0.10
Life,1937,12,20,1625560,$0.10,,,,,0,0,1625560,$0.10
Life,1937,12,27,1716354,$0.10,,,,,0,0,1716354,$0.10
Life,1938,1,3,1813080,$0.10,,,,,0,0,1813080,$0.10
Life,1938,1,10,1773886,$0.10,,,,,0,0,1773886,$0.10
Life,1938,1,17,1777659,$0.10,,,,,0,0,1777659,$0.10
Life,1938,1,24,1791286,$0.10,,,,,0,0,1791286,$0.10
Life,1938,1,31,1801884,$0.10,,,,,0,0,1801884,$0.10
Life,1938,2,7,1811846,$0.10,,,,,0,0,1811846,$0.10
Life,1938,2,14,1858437,$0.10,,,,,0,0,1858437,$0.10
Life,1938,2,21,1878203,$0.10,,,,,0,0,1878203,$0.10
Life,1938,2,28,1895365,$0.10,,,,,0,0,1895365,$0.10
Life,1938,3,7,1903366,$0.10,,,,,0,0,1903366,$0.10
Life,1938,3,14,1876250,$0.10,,,,,0,0,1876250,$0.10
Life,1938,3,21,1858518,$0.10,,,,,0,0,1858518,$0.10
Life,1938,3,28,1917850,$0.10,,,,,0,0,1917850,$0.10
Life,1938,4,4,1947755,$0.10,,,,,0,0,1947755,$0.10
Life,1938,4,11,2014786,$0.10,,,,,0,0,2014786,$0.10
Life,1938,4,18,1958062,$0.10,,,,,0,0,1958062,$0.10
Life,1938,4,25,1874885,$0.10,,,,,0,0,1874885,$0.10
Life,1938,5,2,1889454,$0.10,,,,,0,0,1889454,$0.10
Life,1938,5,9,1947184,$0.10,,,,,0,0,1947184,$0.10
Life,1938,5,16,1928859,$0.10,,,,,0,0,1928859,$0.10
Life,1938,5,23,1975246,$0.10,,,,,0,0,1975246,$0.10
Life,1938,5,30,1922306,$0.10,,,,,0,0,1922306,$0.10
Life,1938,6,6,1974714,$0.10,,,,,0,0,1974714,$0.10
Life,1938,6,13,1904447,$0.10,,,,,0,0,1904447,$0.10
Life,1938,6,20,1934068,$0.10,,,,,0,0,1934068,$0.10
Life,1938,6,27,1956146,$0.10,,,,,0,0,1956146,$0.10
Life,1938,7,4,1953815,$0.10,,,,,0,0,1953815,$0.10
Life,1938,7,11,1917577,$0.10,,,,,0,0,1917577,$0.10
Life,1938,7,18,2016243,$0.10,,,,,0,0,2016243,$0.10
Life,1938,7,25,1998852,$0.10,,,,,0,0,1998852,$0.10
Life,1938,8,1,1980700,$0.10,,,,,0,0,1980700,$0.10
Life,1938,8,8,2006083,$0.10,,,,,0,0,2006083,$0.10
Life,1938,8,15,1946153,$0.10,,,,,0,0,1946153,$0.10
Life,1938,8,22,2078418,$0.10,,,,,0,0,2078418,$0.10
Life,1938,8,29,2067346,$0.10,,,,,0,0,2067346,$0.10
Life,1938,9,5,2097451,$0.10,,,,,0,0,2097451,$0.10
Life,1938,9,12,2073325,$0.10,,,,,0,0,2073325,$0.10
Life,1938,9,19,2098492,$0.10,,,,,0,0,2098492,$0.10
Life,1938,9,26,2179773,$0.10,,,,,0,0,2179773,$0.10
Life,1938,10,3,2283935,$0.10,,,,,0,0,2283935,$0.10
Life,1938,10,10,2248652,$0.10,,,,,0,0,2248652,$0.10
Life,1938,10,17,2235036,$0.10,,,,,0,0,2235036,$0.10
Life,1938,10,24,2196490,$0.10,,,,,0,0,2196490,$0.10
Life,1938,10,31,2204926,$0.10,,,,,0,0,2204926,$0.10
Life,1938,11,7,2163088,$0.10,,,,,0,0,2163088,$0.10
Life,1938,11,14,2276968,$0.10,,,,,0,0,2276968,$0.10
Life,1938,11,21,2262164,$0.10,,,,,0,0,2262164,$0.10
Life,1938,11,28,2233016,$0.10,,,,,0,0,2233016,$0.10
Life,1938,12,5,2273707,$0.10,,,,,0,0,2273707,$0.10
Life,1938,12,12,2214915,$0.10,,,,,0,0,2214915,$0.10
Life,1938,12,19,2216358,$0.10,,,,,0,0,2216358,$0.10
Life,1938,12,26,2283419,$0.10,,,,,0,0,2283419,$0.10
Life,1939,1,2,2381889,$0.10,,,,,0,0,2381889,$0.10
Life,1939,1,9,2372312,$0.10,,,,,0,0,2372312,$0.10
Life,1939,1,16,2404252,$0.10,,,,,0,0,2404252,$0.10
Life,1939,1,23,2450521,$0.10,,,,,0,0,2450521,$0.10
Life,1939,1,30,2431849,$0.10,,,,,0,0,2431849,$0.10
Life,1939,2,6,2438156,$0.10,,,,,0,0,2438156,$0.10
Life,1939,2,13,2448443,$0.10,,,,,0,0,2448443,$0.10
Life,1939,2,20,2424462,$0.10,,,,,0,0,2424462,$0.10
Life,1939,2,27,2450877,$0.10,,,,,0,0,2450877,$0.10
Life,1939,3,6,2424905,$0.10,,,,,0,0,2424905,$0.10
Life,1939,3,13,2429387,$0.10,,,,,0,0,2429387,$0.10
Life,1939,3,20,2407369,$0.10,,,,,0,0,2407369,$0.10
Life,1939,3,27,2407280,$0.10,,,,,0,0,2407280,$0.10
Life,1939,4,3,2376141,$0.10,,,,,0,0,2376141,$0.10
Life,1939,4,10,2389540,$0.10,,,,,0,0,2389540,$0.10
Life,1939,4,17,2390746,$0.10,,,,,0,0,2390746,$0.10
Life,1939,4,24,2371684,$0.10,,,,,0,0,2371684,$0.10
Life,1939,5,1,2329070,$0.10,,,,,0,0,2329070,$0.10
Life,1939,5,8,2319383,$0.10,,,,,0,0,2319383,$0.10
Life,1939,5,15,2342876,$0.10,,,,,0,0,2342876,$0.10
Life,1939,5,22,2285180,$0.10,,,,,0,0,2285180,$0.10
Life,1939,5,29,2283023,$0.10,,,,,0,0,2283023,$0.10
Life,1939,6,5,2394098,$0.10,,,,,0,0,2394098,$0.10
Life,1939,6,12,2301072,$0.10,,,,,0,0,2301072,$0.10
Life,1939,6,19,2333580,$0.10,,,,,0,0,2333580,$0.10
Life,1939,6,26,2344465,$0.10,,,,,0,0,2344465,$0.10
Life,1939,7,3,2332561,$0.10,,,,,0,0,2332561,$0.10
Life,1939,7,10,2289420,$0.10,,,,,0,0,2289420,$0.10
Life,1939,7,17,2284332,$0.10,,,,,0,0,2284332,$0.10
Life,1939,7,24,2343318,$0.10,,,,,0,0,2343318,$0.10
Life,1939,7,31,2352507,$0.10,,,,,0,0,2352507,$0.10
Life,1939,8,7,2324206,$0.10,,,,,0,0,2324206,$0.10
Life,1939,8,14,2354895,$0.10,,,,,0,0,2354895,$0.10
Life,1939,8,21,2413254,$0.10,,,,,0,0,2413254,$0.10
Life,1939,8,28,2379910,$0.10,,,,,0,0,2379910,$0.10
Life,1939,9,4,2463038,$0.10,,,,,0,0,2463038,$0.10
Life,1939,9,11,2496219,$0.10,,,,,0,0,2496219,$0.10
Life,1939,9,18,2541402,$0.10,,,,,0,0,2541402,$0.10
Life,1939,9,25,2590638,$0.10,,,,,0,0,2590638,$0.10
Life,1939,10,2,2577098,$0.10,,,,,0,0,2577098,$0.10
Life,1939,10,9,2552500,$0.10,,,,,0,0,2552500,$0.10
Life,1939,10,16,2617371,$0.10,,,,,0,0,2617371,$0.10
Life,1939,10,23,2599732,$0.10,,,,,0,0,2599732,$0.10
Life,1939,10,30,2594573,$0.10,,,,,0,0,2594573,$0.10
Life,1939,11,6,2601306,$0.10,,,,,0,0,2601306,$0.10
Life,1939,11,13,2601672,$0.10,,,,,0,0,2601672,$0.10
Life,1939,11,20,2664300,$0.10,,,,,0,0,2664300,$0.10
Life,1939,11,27,2645004,$0.10,,,,,0,0,2645004,$0.10
Life,1939,12,4,2639701,$0.10,,,,,0,0,2639701,$0.10
Life,1939,12,11,2631094,$0.10,,,,,0,0,2631094,$0.10
Life,1939,12,18,2640159,$0.10,,,,,0,0,2640159,$0.10
Life,1939,12,25,2727215,$0.10,,,,,0,0,2727215,$0.10
Life,1940,1,1,2767722,$0.10,,,,,0,0,2767722,$0.10
Life,1940,1,8,2793417,$0.10,,,,,0,0,2793417,$0.10
Life,1940,1,15,2794378,$0.10,,,,,0,0,2794378,$0.10
Life,1940,1,22,2843150,$0.10,,,,,0,0,2843150,$0.10
Life,1940,1,29,2899367,$0.10,,,,,0,0,2899367,$0.10
Life,1940,2,5,2910480,$0.10,,,,,0,0,2910480,$0.10
Life,1940,2,12,2904959,$0.10,,,,,0,0,2904959,$0.10
Life,1940,2,19,2912889,$0.10,,,,,0,0,2912889,$0.10
Life,1940,2,26,2925315,$0.10,,,,,0,0,2925315,$0.10
Life,1940,3,4,2875334,$0.10,,,,,0,0,2875334,$0.10
Life,1940,3,11,2895685,$0.10,,,,,0,0,2895685,$0.10
Life,1940,3,18,2885811,$0.10,,,,,0,0,2885811,$0.10
Life,1940,3,25,2860714,$0.10,,,,,0,0,2860714,$0.10
Life,1940,4,1,2823622,$0.10,,,,,0,0,2823622,$0.10
Life,1940,4,8,2859165,$0.10,,,,,0,0,2859165,$0.10
Life,1940,4,15,2842451,$0.10,,,,,0,0,2842451,$0.10
Life,1940,4,22,2853699,$0.10,,,,,0,0,2853699,$0.10
Life,1940,4,29,2851844,$0.10,,,,,0,0,2851844,$0.10
Life,1940,5,6,2839982,$0.10,,,,,0,0,2839982,$0.10
Life,1940,5,13,2819457,$0.10,,,,,0,0,2819457,$0.10
Life,1940,5,20,2866808,$0.10,,,,,0,0,2866808,$0.10
Life,1940,5,27,2877623,$0.10,,,,,0,0,2877623,$0.10
Life,1940,6,3,2875978,$0.10,,,,,0,0,2875978,$0.10
Life,1940,6,10,2862509,$0.10,,,,,0,0,2862509,$0.10
Life,1940,6,17,2864656,$0.10,,,,,0,0,2864656,$0.10
Life,1940,6,24,2865593,$0.10,,,,,0,0,2865593,$0.10
Life,1940,7,1,2870770,$0.10,,,,,0,0,2870770,$0.10
Life,1940,7,8,2822763,$0.10,,,,,0,0,2822763,$0.10
Life,1940,7,15,2876899,$0.10,,,,,0,0,2876899,$0.10
Life,1940,7,22,2841545,$0.10,,,,,0,0,2841545,$0.10
Life,1940,7,29,2868946,$0.10,,,,,0,0,2868946,$0.10
Life,1940,8,5,2853057,$0.10,,,,,0,0,2853057,$0.10
Life,1940,8,12,2836153,$0.10,,,,,0,0,2836153,$0.10
Life,1940,8,19,2900245,$0.10,,,,,0,0,2900245,$0.10
Life,1940,8,26,2931882,$0.10,,,,,0,0,2931882,$0.10
Life,1940,9,2,2941047,$0.10,,,,,0,0,2941047,$0.10
Life,1940,9,9,2946833,$0.10,,,,,0,0,2946833,$0.10
Life,1940,9,16,2952312,$0.10,,,,,0,0,2952312,$0.10
Life,1940,9,23,2974014,$0.10,,,,,0,0,2974014,$0.10
Life,1940,9,30,2989099,$0.10,,,,,0,0,2989099,$0.10
Life,1940,10,7,3012838,$0.10,,,,,0,0,3012838,$0.10
Life,1940,10,14,3023658,$0.10,,,,,0,0,3023658,$0.10
Life,1940,10,21,3050042,$0.10,,,,,0,0,3050042,$0.10
Life,1940,10,28,3092254,$0.10,,,,,0,0,3092254,$0.10
Life,1940,11,4,3073284,$0.10,,,,,0,0,3073284,$0.10
Life,1940,11,11,3075579,$0.10,,,,,0,0,3075579,$0.10
Life,1940,11,18,3083982,$0.10,,,,,0,0,3083982,$0.10
Life,1940,11,25,3090852,$0.10,,,,,0,0,3090852,$0.10
Life,1940,12,2,3097184,$0.10,,,,,0,0,3097184,$0.10
Life,1940,12,9,3108043,$0.10,,,,,0,0,3108043,$0.10
Life,1940,12,16,3115628,$0.10,,,,,0,0,3115628,$0.10
Life,1940,12,23,3198694,$0.10,,,,,0,0,3198694,$0.10
Life,1940,12,30,3230397,$0.10,,,,,0,0,3230397,$0.10
Life,1941,1,3,3271815,$0.10,,,,,0,0,3271815,$0.10
Life,1941,1,6,3298767,$0.10,,,,,0,0,3298767,$0.10
Life,1941,1,13,3310913,$0.10,,,,,0,0,3310913,$0.10
Life,1941,1,20,3319724,$0.10,,,,,0,0,3319724,$0.10
Life,1941,1,27,3300004,$0.10,,,,,0,0,3300004,$0.10
Life,1941,2,10,3295558,$0.10,,,,,0,0,3295558,$0.10
Life,1941,2,17,3296484,$0.10,,,,,0,0,3296484,$0.10
Life,1941,2,24,3313679,$0.10,,,,,0,0,3313679,$0.10
Life,1941,3,3,3253746,$0.10,,,,,0,0,3253746,$0.10
Life,1941,3,10,3253615,$0.10,,,,,0,0,3253615,$0.10
Life,1941,3,17,3267005,$0.10,,,,,0,0,3267005,$0.10
Life,1941,3,24,3255498,$0.10,,,,,0,0,3255498,$0.10
Life,1941,3,31,3273591,$0.10,,,,,0,0,3273591,$0.10
Life,1941,4,7,3239993,$0.10,,,,,0,0,3239993,$0.10
Life,1941,4,14,3228692,$0.10,,,,,0,0,3228692,$0.10
Life,1941,4,21,3249924,$0.10,,,,,0,0,3249924,$0.10
Life,1941,4,28,3234983,$0.10,,,,,0,0,3234983,$0.10
Life,1941,5,5,3230727,$0.10,,,,,0,0,3230727,$0.10
Life,1941,5,12,3218619,$0.10,,,,,0,0,3218619,$0.10
Life,1941,5,19,3248881,$0.10,,,,,0,0,3248881,$0.10
Life,1941,5,26,3192695,$0.10,,,,,0,0,3192695,$0.10
Life,1941,6,2,3197433,$0.10,,,,,0,0,3197433,$0.10
Life,1941,6,9,3241968,$0.10,,,,,0,0,3241968,$0.10
Life,1941,6,16,3227188,$0.10,,,,,0,0,3227188,$0.10
Life,1941,6,23,3194439,$0.10,,,,,0,0,3194439,$0.10
Life,1941,6,30,3169717,$0.10,,,,,0,0,3169717,$0.10
Life,1941,7,7,3259191,$0.10,,,,,0,0,3259191,$0.10
Life,1941,7,14,3221814,$0.10,,,,,0,0,3221814,$0.10
Life,1941,7,21,3226011,$0.10,,,,,0,0,3226011,$0.10
Life,1941,7,28,3239920,$0.10,,,,,0,0,3239920,$0.10
Life,1941,8,4,3226846,$0.10,,,,,0,0,3226846,$0.10
Life,1941,8,11,3255332,$0.10,,,,,0,0,3255332,$0.10
Life,1941,8,18,3263154,$0.10,,,,,0,0,3263154,$0.10
Life,1941,8,25,3264791,$0.10,,,,,0,0,3264791,$0.10
Life,1941,9,1,3241746,$0.10,,,,,0,0,3241746,$0.10
Life,1941,9,8,3270420,$0.10,,,,,0,0,3270420,$0.10
Life,1941,9,15,3277080,$0.10,,,,,0,0,3277080,$0.10
Life,1941,9,22,3280749,$0.10,,,,,0,0,3280749,$0.10
Life,1941,9,29,3270034,$0.10,,,,,0,0,3270034,$0.10
Life,1941,10,6,3280690,$0.10,,,,,0,0,3280690,$0.10
Life,1941,10,13,3312301,$0.10,,,,,0,0,3312301,$0.10
Life,1941,10,20,3331345,$0.10,,,,,0,0,3331345,$0.10
Life,1941,10,27,3370507,$0.10,,,,,0,0,3370507,$0.10
Life,1941,11,3,3352128,$0.10,,,,,0,0,3352128,$0.10
Life,1941,11,10,3375373,$0.10,,,,,0,0,3375373,$0.10
Life,1941,11,17,3393851,$0.10,,,,,0,0,3393851,$0.10
Life,1941,11,24,3399300,$0.10,,,,,0,0,3399300,$0.10
Life,1941,12,1,3405159,$0.10,,,,,0,0,3405159,$0.10
Life,1941,12,8,3420177,$0.10,,,,,0,0,3420177,$0.10
Life,1941,12,15,3443802,$0.10,,,,,0,0,3443802,$0.10
Life,1941,12,22,3575292,$0.10,,,,,0,0,3575292,$0.10
Life,1941,12,29,3562280,$0.10,,,,,0,0,3562280,$0.10
Life,1942,1,5,3631801,$0.10,,,,,0,0,3631801,$0.10
Life,1942,1,12,3687876,$0.10,,,,,0,0,3687876,$0.10
Life,1942,1,19,3710603,$0.10,,,,,0,0,3710603,$0.10
Life,1942,1,26,3721690,$0.10,,,,,0,0,3721690,$0.10
Life,1942,2,2,3671568,$0.10,,,,,0,0,3671568,$0.10
Life,1942,2,9,3665057,$0.10,,,,,0,0,3665057,$0.10
Life,1942,2,16,3601038,$0.10,,,,,0,0,3601038,$0.10
Life,1942,2,23,3603252,$0.10,,,,,0,0,3603252,$0.10
Life,1942,3,2,3593934,$0.10,,,,,0,0,3593934,$0.10
Life,1942,3,9,3617094,$0.10,,,,,0,0,3617094,$0.10
Life,1942,3,16,3701733,$0.10,,,,,0,0,3701733,$0.10
Life,1942,3,23,3754501,$0.10,,,,,0,0,3754501,$0.10
Life,1942,3,30,3806272,$0.10,,,,,0,0,3806272,$0.10
Life,1942,4,6,3829577,$0.10,,,,,0,0,3829577,$0.10
Life,1942,4,13,3857219,$0.10,,,,,0,0,3857219,$0.10
Life,1942,4,20,3856727,$0.10,,,,,0,0,3856727,$0.10
Life,1942,4,27,3841856,$0.10,,,,,0,0,3841856,$0.10
Life,1942,5,4,3846639,$0.10,,,,,0,0,3846639,$0.10
Life,1942,5,11,3848052,$0.10,,,,,0,0,3848052,$0.10
Life,1942,5,18,3858957,$0.10,,,,,0,0,3858957,$0.10
Life,1942,5,25,3861650,$0.10,,,,,0,0,3861650,$0.10
Life,1942,6,1,3843331,$0.10,,,,,0,0,3843331,$0.10
Life,1942,6,8,3839415,$0.10,,,,,0,0,3839415,$0.10
Life,1942,6,15,3829481,$0.10,,,,,0,0,3829481,$0.10
Life,1942,6,22,3828688,$0.10,,,,,0,0,3828688,$0.10
Life,1942,6,29,3827575,$0.10,,,,,0,0,3827575,$0.10
Life,1942,7,6,3837627,$0.10,,,,,0,0,3837627,$0.10
Life,1942,7,13,3846920,$0.10,,,,,0,0,3846920,$0.10
Life,1942,7,20,3867342,$0.10,,,,,0,0,3867342,$0.10
Life,1942,7,27,3880010,$0.10,,,,,0,0,3880010,$0.10
Life,1942,8,3,3875036,$0.10,,,,,0,0,3875036,$0.10
Life,1942,8,10,3870833,$0.10,,,,,0,0,3870833,$0.10
Life,1942,8,17,3892635,$0.10,,,,,0,0,3892635,$0.10
Life,1942,8,24,3912000,$0.10,,,,,0,0,3912000,$0.10
Life,1942,8,31,3940376,$0.10,,,,,0,0,3940376,$0.10
Life,1942,9,7,3958025,$0.10,,,,,0,0,3958025,$0.10
Life,1942,9,14,3951986,$0.10,,,,,0,0,3951986,$0.10
Life,1942,9,21,3976126,$0.10,,,,,0,0,3976126,$0.10
Life,1942,9,28,3998166,$0.10,,,,,0,0,3976126,$0.10
Life,1942,10,5,4035449,$0.10,,,,,0,0,4035449,$0.10
Life,1942,10,12,4075677,$0.10,,,,,0,0,4075677,$0.10
Life,1942,10,19,4101279,$0.10,,,,,0,0,4101279,$0.10
Life,1942,10,26,4112545,$0.10,,,,,0,0,4112545,$0.10
Life,1942,11,2,4128380,$0.10,,,,,0,0,4128380,$0.10
Life,1942,11,9,4135539,$0.10,,,,,0,0,4135539,$0.10
Life,1942,11,16,4147065,$0.10,,,,,0,0,4147065,$0.10
Life,1942,11,23,4152883,$0.10,,,,,0,0,4152883,$0.10
Life,1942,11,30,4156098,$0.10,,,,,0,0,4156098,$0.10
Life,1942,12,7,4152801,$0.10,,,,,0,0,4152801,$0.10
Life,1942,12,14,4079961,$0.10,,,,,0,0,4079961,$0.10
Life,1942,12,21,3965616,$0.10,,,,,0,0,3965616,$0.10
Life,1942,12,28,3952664,$0.10,,,,,0,0,3952664,$0.10
Life,1943,1,4,4012413,$0.10,,,,,0,0,4012413,$0.10
Life,1943,1,11,4026812,$0.10,,,,,0,0,4026812,$0.10
Life,1943,1,18,4136751,$0.10,,,,,0,0,4136751,$0.10
Life,1943,1,25,4135739,$0.10,,,,,0,0,4135739,$0.10
Life,1943,2,1,3864138,$0.10,,,,,0,0,3864138,$0.10
Life,1943,2,8,3867331,$0.10,,,,,0,0,3867331,$0.10
Life,1943,2,15,3669346,$0.10,,,,,0,0,3669346,$0.10
Life,1943,2,22,3671124,$0.10,,,,,0,0,3671124,$0.10
Life,1943,3,1,3676294,$0.10,,,,,0,0,3676294,$0.10
Life,1943,3,8,3673113,$0.10,,,,,0,0,3673113,$0.10
Life,1943,3,15,3671378,$0.10,,,,,0,0,3671378,$0.10
Life,1943,3,22,3672217,$0.10,,,,,0,0,3672217,$0.10
Life,1943,3,29,3668068,$0.10,,,,,0,0,3668068,$0.10
